,1,2,3,4,5,6,7,8,9,10,11,12
0,2.681217476,2.317515253,2.09426148,1.957904983,1.858035175,1.794657702,1.732447977,1.6878009,1.642089844,1.61393018,1.591607751,1.566850136
0.005,2.691122744,2.32524582,2.101953186,1.968850086,1.868959245,1.804174235,1.747380598,1.700048998,1.658336659,1.632400095,1.608113241,1.582502647
0.01,2.735270864,2.334366656,2.114979867,1.985811254,1.889465028,1.820564882,1.766350411,1.720481431,1.681658444,1.654562824,1.628663563,1.608062679
0.015,2.759803556,2.347864827,2.12867009,1.998958259,1.906070776,1.836174999,1.783186757,1.738703328,1.701250843,1.673845284,1.650130643,1.632594183
0.02,2.800535717,2.359102292,2.144217555,2.013553451,1.918348288,1.851571197,1.798190115,1.756933495,1.718635222,1.69110641,1.669873384,1.653770374
0.025,2.825340748,2.375524007,2.157592751,2.02785712,1.935314299,1.868214735,1.814173094,1.775134737,1.739706519,1.712072552,1.690725164,1.674014596
0.03,2.854750688,2.391953306,2.171884679,2.04224373,1.950496694,1.884912497,1.830781775,1.793980044,1.758617737,1.731748899,1.711904437,1.693721273
0.035,2.886002751,2.403165759,2.183303533,2.054196777,1.965910822,1.899323357,1.847034975,1.810909561,1.774940792,1.751928333,1.731253002,1.716060514
0.04,2.913011893,2.414622231,2.196224241,2.067946128,1.980249549,1.916401279,1.863797605,1.828109322,1.793354858,1.772548356,1.749889482,1.736776366
0.045,2.9480992,2.424328488,2.208260244,2.082388853,1.992970344,1.928453872,1.880810765,1.845933337,1.810341693,1.790504349,1.769073587,1.757557097
0.05,2.987544791,2.434179627,2.220582341,2.093462261,2.008761294,1.944644466,1.895189697,1.862253745,1.827708156,1.809259631,1.787777441,1.776639173
0.055,3.025326931,2.444167178,2.234415053,2.108851832,2.023053553,1.959834742,1.909685943,1.87619159,1.845596321,1.828098726,1.807614886,1.795704999
0.06,3.057599217,2.456756199,2.246509569,2.12605083,2.039579049,1.975494231,1.925900406,1.891618074,1.861983144,1.845808909,1.826741656,1.815500903
0.065,3.095519946,2.470547659,2.257651596,2.139196085,2.053261298,1.988964344,1.940155291,1.905692349,1.875833439,1.862712073,1.844271476,1.833856425
0.07,3.134737326,2.481870749,2.268620875,2.151135774,2.069621114,2.002842676,1.956037753,1.921046073,1.892922413,1.878801865,1.862725522,1.850141551
0.075,3.165795011,2.494376713,2.279618783,2.164668938,2.084514699,2.015747091,1.971129227,1.936251345,1.907844849,1.894298118,1.87929788,1.867494862
0.08,3.194866674,2.505909962,2.291455793,2.176711288,2.097046228,2.029778706,1.985612424,1.952010219,1.922521261,1.909278506,1.895789686,1.886013713
0.085,3.229838534,2.512953882,2.304758168,2.187003326,2.111319225,2.044524787,1.999600176,1.96723585,1.938368062,1.925105893,1.911775764,1.903054586
0.09,3.27155523,2.522936085,2.316137031,2.19774208,2.124736032,2.058790815,2.013901596,1.981055072,1.954618677,1.939908272,1.927468168,1.919232546
0.095,3.3123741,2.531870351,2.325426627,2.209647737,2.13641654,2.072534117,2.029556271,1.996037705,1.969630998,1.955534495,1.942530388,1.935179261
0.1,3.350764132,2.543102714,2.336744333,2.224369276,2.147079244,2.084416729,2.046434234,2.01088259,1.98444289,1.969613807,1.958539648,1.950373752
0.105,3.386629808,2.554636205,2.34881215,2.238915207,2.16067535,2.097512767,2.059827077,2.024644148,1.999811794,1.984432488,1.97439322,1.965291218
0.11,3.423191389,2.564028909,2.35959635,2.250042871,2.171983064,2.11188258,2.073174531,2.039721243,2.014143374,2.000247044,1.98972888,1.981418223
0.115,3.461089389,2.572344846,2.370407196,2.262600557,2.182099772,2.125548019,2.087672059,2.053801699,2.029770686,2.013098401,2.003728049,1.994940963
0.12,3.50467767,2.581935543,2.381681138,2.274963676,2.193113656,2.139141915,2.100155705,2.068566604,2.043070442,2.027438704,2.018777067,2.009051976
0.125,3.545265514,2.593375017,2.394766416,2.288682984,2.205703144,2.152396456,2.112136085,2.082251434,2.056516197,2.040511356,2.032482856,2.024800586
0.13,3.579827569,2.602767076,2.407942445,2.300377941,2.21737414,2.165211753,2.123455107,2.096044022,2.069758845,2.053716963,2.046424841,2.037403018
0.135,3.622459703,2.612860919,2.416733177,2.311758275,2.228806885,2.17710263,2.137627191,2.108314812,2.0802129,2.065964438,2.058717037,2.048921415
0.14,3.654076862,2.621852893,2.429798576,2.324899682,2.240581502,2.187967029,2.150551787,2.119892494,2.093119316,2.079033242,2.071637085,2.060667269
0.145,3.69549492,2.630588762,2.441686345,2.334480951,2.252503592,2.199641352,2.16269924,2.13250273,2.104818168,2.091800983,2.080973958,2.074445387
0.15,3.741816363,2.639832878,2.45067318,2.346249361,2.263451467,2.210355031,2.173385213,2.144742518,2.117053829,2.105193011,2.093579519,2.086285176
0.155,3.784079661,2.650882578,2.462208876,2.35803121,2.27240375,2.219618138,2.185872428,2.158151859,2.128515247,2.115813348,2.104953098,2.098055659
0.16,3.824282416,2.66335927,2.475093892,2.370769328,2.28221674,2.22937427,2.197863264,2.16900881,2.141088085,2.127059067,2.117337499,2.109965471
0.165,3.868599187,2.673699266,2.485120248,2.379635644,2.295983467,2.238750419,2.208640079,2.178739419,2.151792026,2.137563869,2.129509103,2.120964326
0.17,3.909497505,2.682088524,2.494423835,2.389815249,2.308067335,2.249074124,2.219299727,2.190161969,2.163236715,2.149893185,2.140136918,2.132243038
0.175,3.957318372,2.693142853,2.501424722,2.398352596,2.316961618,2.260431556,2.230496071,2.202483514,2.175649409,2.161207904,2.150655594,2.142795798
0.18,4.003385485,2.701005707,2.513987866,2.407158399,2.327566912,2.270135209,2.2412822,2.211734339,2.186848412,2.171606432,2.161597522,2.153128209
0.185,4.04898877,2.714163283,2.526572061,2.41834797,2.337672417,2.281376563,2.252633353,2.222104389,2.197668689,2.180657659,2.172566486,2.164093042
0.19,4.082308429,2.723873952,2.539064184,2.431747843,2.348064593,2.292620875,2.263302297,2.231582105,2.206655401,2.191999868,2.18163262,2.174605524
0.195,4.134133568,2.733064121,2.549918157,2.441710813,2.356821457,2.301432142,2.275692782,2.242693834,2.216514035,2.202645543,2.19087666,2.184603219
0.2,4.180541774,2.745626635,2.557240325,2.450021189,2.368440427,2.311859049,2.284940345,2.250799022,2.226557268,2.212285945,2.200492331,2.194189273
0.205,4.219488761,2.755010198,2.567291129,2.460108601,2.376744858,2.323056567,2.295451671,2.259268821,2.236372807,2.221537053,2.20919719,2.203882427
0.21,4.257095361,2.766353662,2.574858744,2.469157728,2.387771498,2.334262666,2.304559964,2.26933523,2.245975602,2.231945669,2.218128898,2.213309193
0.215,4.303091951,2.774954236,2.583154185,2.47864989,2.397502924,2.342347773,2.314817631,2.277719829,2.255057848,2.241248234,2.228027253,2.222593914
0.22,4.355507445,2.781826757,2.592172739,2.486815234,2.408901118,2.350690147,2.323111547,2.2865371,2.264569352,2.250120853,2.236286178,2.231129973
0.225,4.401350419,2.792523652,2.602175519,2.495776726,2.419840343,2.359940602,2.33184659,2.294430597,2.273653919,2.258542207,2.245864046,2.239805799
0.23,4.448730052,2.803185802,2.611522336,2.503926526,2.429083965,2.369032454,2.341984815,2.302782643,2.281209179,2.267961716,2.25472357,2.247069564
0.235,4.498088399,2.812976649,2.619343792,2.512448064,2.436904408,2.378125298,2.349454152,2.311509627,2.290327791,2.275859276,2.263275341,2.255439999
0.24,4.555145255,2.821452066,2.630125178,2.521378042,2.445689611,2.386640581,2.357557656,2.321152328,2.298979112,2.284739578,2.270386929,2.262337824
0.245,4.609065442,2.831054086,2.636886091,2.528957845,2.454919983,2.396254517,2.365231902,2.330667594,2.307053473,2.291996878,2.278252663,2.269092803
