,1,2,3,4,5,6,7,8,9,10,11,12
0,6.639488672,4.618020504,3.825838903,3.321193541,3.038974279,2.82030851,2.667998689,2.521365842,2.443637982,2.361958262,2.285860557,2.214338325
0.005,6.726228136,4.672051876,3.836389921,3.344946968,3.066159013,2.844738732,2.682577318,2.553643666,2.472383705,2.39502568,2.317522312,2.251807892
0.01,6.828515742,4.689267972,3.881318615,3.379059063,3.100237725,2.87936704,2.718728953,2.588605967,2.509174493,2.426989316,2.355006006,2.292588936
0.015,6.943947252,4.73318154,3.896832271,3.409314596,3.127615685,2.90323338,2.752068104,2.62289132,2.546573964,2.460491502,2.395179239,2.333239178
0.02,7.051076274,4.75817042,3.917563253,3.430905358,3.160174355,2.932742522,2.782926842,2.664933883,2.586473553,2.507063948,2.441369194,2.37663658
0.025,7.200447035,4.807436104,3.945085253,3.456329112,3.186894884,2.962439468,2.809837049,2.700115286,2.619203908,2.543736778,2.47324386,2.410071693
0.03,7.306201613,4.826720822,3.963517976,3.483545178,3.226673772,2.988657217,2.850795966,2.726735642,2.653450583,2.569491444,2.506314711,2.44412118
0.035,7.357914616,4.850515819,3.987512107,3.520479318,3.25796801,3.019213448,2.886724636,2.753349337,2.677224544,2.605915189,2.53731541,2.482175138
0.04,7.506135657,4.891830912,4.003191181,3.554003528,3.273890667,3.055570574,2.917288834,2.785143273,2.714251798,2.639610016,2.569501526,2.511026442
0.045,7.693397685,4.926755836,4.037035849,3.572128971,3.307243594,3.083109321,2.943513712,2.811062509,2.736487163,2.670326802,2.597518989,2.547512921
0.05,7.770825187,4.948000082,4.071505223,3.604783896,3.325231566,3.099123543,2.977023732,2.842322191,2.769400365,2.705898554,2.634109171,2.579956136
0.055,7.878326485,4.990200475,4.108764562,3.635543221,3.347776465,3.121306715,3.011572491,2.865738726,2.806651228,2.733289083,2.669349365,2.614143284
0.06,8.026714873,5.02823129,4.145259608,3.655998997,3.37532491,3.149592773,3.04053092,2.893400348,2.829923178,2.763518231,2.694835643,2.646752385
0.065,8.163261665,5.0638538,4.173014338,3.685793732,3.407566862,3.177826691,3.05644347,2.925861994,2.857753359,2.788623139,2.726947692,2.680031159
0.07,8.322263544,5.10609021,4.193250749,3.71859952,3.446792368,3.20116051,3.091230439,2.953359231,2.883574852,2.819425322,2.755563557,2.70740415
0.075,8.470986059,5.122174825,4.217148264,3.748630658,3.474635817,3.227743002,3.113667433,2.976090433,2.917111568,2.843982765,2.789442053,2.733473724
0.08,8.613881249,5.152823314,4.244847689,3.772157401,3.498491186,3.260377223,3.138158841,3.006238511,2.948599257,2.870949042,2.81584356,2.756674459
0.085,8.793503804,5.186504307,4.278834852,3.796102824,3.517290143,3.28608796,3.162896837,3.034575385,2.975771398,2.90032276,2.839916529,2.780568937
0.09,8.892523593,5.215356527,4.302100791,3.816650913,3.539799101,3.30906875,3.189395397,3.061454205,2.997577863,2.922257328,2.865770041,2.807812768
0.095,9.108539033,5.235244359,4.329506746,3.831085014,3.567519626,3.337751591,3.206563635,3.079310553,3.019893918,2.945290154,2.886314398,2.837606376
0.1,9.29223724,5.256946385,4.349865886,3.844872295,3.597004464,3.371796503,3.227728193,3.101145319,3.038679048,2.966879681,2.912044299,2.856640079
0.105,9.473083865,5.271433749,4.372391976,3.876897657,3.618680499,3.398913346,3.242469657,3.133005335,3.06295341,2.985330828,2.933212071,2.883755644
0.11,9.637008463,5.28995843,4.400108645,3.900395982,3.642396598,3.430987314,3.267095028,3.153937085,3.087687291,3.004206991,2.952217239,2.905294051
0.115,9.803796593,5.329951626,4.41959097,3.926346719,3.666520025,3.448960481,3.300494052,3.178565728,3.105566935,3.030381137,2.978163988,2.920986665
0.12,10.00788518,5.366548076,4.438189752,3.952907607,3.693295738,3.47340273,3.323449346,3.201464554,3.129973685,3.057241346,3.001536033,2.94146608
0.125,10.12070985,5.397886705,4.464318836,3.967678659,3.726217319,3.497077111,3.341433835,3.218310047,3.147902328,3.071267826,3.019179578,2.963712478
0.13,10.2514297,5.42231177,4.481762851,3.981124903,3.746324675,3.511136202,3.368213314,3.238153868,3.167071716,3.097149601,3.043159402,2.98280027
0.135,10.41253464,5.455713293,4.501443866,3.993163025,3.761921505,3.531946418,3.394280584,3.261557297,3.184316649,3.12422732,3.064967138,3.005730111
0.14,10.56240742,5.476621532,4.534422774,4.012693343,3.784305789,3.556758879,3.421493041,3.291373036,3.206574735,3.140272043,3.080130443,3.025040532
0.145,10.72030524,5.50265395,4.555579276,4.031695096,3.799305597,3.572683983,3.444040574,3.305749038,3.224662011,3.160662496,3.097157894,3.046298804
0.15,10.90628377,5.537505044,4.564129303,4.051694993,3.826343521,3.585505346,3.463123786,3.327840444,3.245826546,3.176159921,3.115187148,3.065226184
0.155,11.08212685,5.555883666,4.589984501,4.070933433,3.845627165,3.607971976,3.475566093,3.350788223,3.264587028,3.195658931,3.129360484,3.085517734
0.16,11.22245139,5.573672754,4.61655335,4.089223581,3.861888397,3.627393816,3.494468093,3.365923524,3.283295525,3.214526741,3.153080927,3.103106649
0.165,11.41895434,5.601041105,4.635644835,4.11640549,3.879081801,3.647698063,3.509529845,3.386265215,3.301811661,3.229172139,3.168722493,3.120116282
0.17,11.59597794,5.622517592,4.665738587,4.13217259,3.896260726,3.669296748,3.52929924,3.402018657,3.319370982,3.246429663,3.187135912,3.137530645
0.175,11.75348012,5.64110484,4.694823762,4.153823708,3.909180405,3.687103507,3.540699316,3.413676586,3.327593526,3.263174589,3.201015423,3.146162992
0.18,11.8720664,5.672749949,4.70949857,4.175298256,3.931130475,3.70072492,3.555754794,3.429518601,3.342091441,3.285715226,3.217078278,3.158771733
0.185,12.04346192,5.692311562,4.715080292,4.196533391,3.951301505,3.719980102,3.574683967,3.451248885,3.361387571,3.300322073,3.227950316,3.17159828
0.19,12.24030587,5.710208746,4.739536739,4.221285846,3.963402941,3.736354844,3.592784605,3.471868191,3.371369405,3.313256433,3.243985038,3.184188209
0.195,12.3927723,5.722111434,4.763885048,4.242070542,3.982640634,3.752592116,3.606345009,3.493308368,3.386316718,3.327128303,3.257194251,3.194676142
0.2,12.63077963,5.746270334,4.7771322,4.258967261,3.991184303,3.766310607,3.621212226,3.506122305,3.398868951,3.340756355,3.270912982,3.209949215
0.205,12.85548787,5.767893399,4.793218895,4.277155357,4.01215023,3.777840924,3.637370298,3.526920182,3.414276615,3.352432806,3.284029691,3.225697565
0.21,13.05524709,5.791198607,4.822593084,4.291283513,4.032646919,3.806357399,3.645743361,3.539122099,3.431641022,3.369642515,3.296153274,3.23860681
0.215,13.17153617,5.79954381,4.845116141,4.312850016,4.053761577,3.819007614,3.662316151,3.556371503,3.445308451,3.386924046,3.305841022,3.246942544
0.22,13.36504804,5.816356882,4.852343823,4.333277368,4.068665902,3.844524733,3.677077731,3.561370216,3.456145504,3.396663129,3.317221524,3.259841373
0.225,13.52413998,5.83845667,4.870939282,4.357589126,4.082540265,3.856373046,3.688709321,3.57335326,3.468277112,3.410094025,3.32824086,3.272546163
0.23,13.73164434,5.856117229,4.88856392,4.378026189,4.099259057,3.871764498,3.701023511,3.591591562,3.478958052,3.422660479,3.338128011,3.285252804
0.235,13.90973554,5.87605632,4.906985651,4.388464585,4.113423304,3.881162067,3.706324509,3.612130701,3.488843694,3.429923396,3.351526686,3.296600107
0.24,14.08456682,5.893331861,4.923917045,4.402186517,4.133815625,3.889115156,3.723523238,3.624169461,3.503312463,3.438117835,3.3638611,3.308016602
0.245,14.30370473,5.915308818,4.949137735,4.420615563,4.148742571,3.904476446,3.747828889,3.635896271,3.516691175,3.448467323,3.37778663,3.31964355
0.25,14.46653385,5.925743435,4.964680888,4.437135521,4.166130025,3.918886864,3.763104847,3.64739711,3.529853751,3.459195072,3.392579311,3.329358833
0.255,14.60830795,5.94547061,4.974406667,4.450404053,4.18233344,3.940057135,3.776863102,3.658506182,3.547110425,3.469290772,3.404221418,3.338048788
0.26,14.83510012,5.983086831,4.99375342,4.46930925,4.188594853,3.955287421,3.785518499,3.667381439,3.556849077,3.481515666,3.410448267,3.346727288
