,1,2,3,4,5,6,7,8,9,10,11,12
0,4.968371209,3.699660082,3.119835285,2.807590197,2.585014547,2.422668705,2.305929925,2.21422088,2.139673121,2.078580004,2.0294579,1.982337473
0.005,5.159693216,3.751637532,3.182064175,2.861339271,2.65055983,2.463717231,2.367208168,2.28230452,2.2126423,2.145208136,2.094498342,2.054334794
0.01,5.352656849,3.794188153,3.228444177,2.903486468,2.715878841,2.530449603,2.418178832,2.337462757,2.280805941,2.222624015,2.18059564,2.142337583
0.015,5.555019775,3.856598327,3.288796748,2.9713077,2.771463624,2.592048631,2.487625975,2.407759796,2.359342622,2.300551633,2.264535196,2.231740456
0.02,5.744260194,3.908222981,3.338444158,3.026003582,2.820614271,2.668577661,2.561781653,2.491573602,2.440158409,2.394153482,2.355494708,2.325056393
0.025,5.919012713,3.952747127,3.392481491,3.076121627,2.874637409,2.73237887,2.627050922,2.561135604,2.526528425,2.474357342,2.446754621,2.418314511
0.03,6.24194222,4.003375219,3.454858988,3.129511787,2.938758272,2.791191685,2.716732851,2.647244707,2.598002132,2.547734675,2.521870557,2.511450144
0.035,6.511844191,4.057272468,3.501451561,3.208068452,3.000577385,2.863419227,2.777900272,2.720666306,2.672673427,2.621678403,2.615893035,2.600372226
0.04,6.786823028,4.11136464,3.561463798,3.256362023,3.060535006,2.917126442,2.851666878,2.786943618,2.747330356,2.712958282,2.706353271,2.683679421
0.045,7.042844927,4.172400944,3.621748186,3.314507598,3.120658993,2.981713045,2.911793605,2.863265982,2.828242689,2.801004295,2.790726876,2.776770951
0.05,7.397130849,4.224632914,3.671220988,3.36987416,3.182086501,3.04307229,2.984190229,2.930335837,2.90541087,2.88866557,2.878533564,2.864232458
0.055,7.816848746,4.28331598,3.727740408,3.436106127,3.248803869,3.100186096,3.049930405,3.008770176,2.985108842,2.96824403,2.963002086,2.958637145
0.06,8.308020279,4.330260757,3.790820552,3.489957799,3.302109961,3.164942641,3.121500607,3.08148045,3.066244824,3.048596597,3.049034235,3.048343961
