,1,2,3,4,5,6,7,8,9,10,11,12
0,2.681217476,2.317515253,2.09426148,1.957904983,1.858035175,1.794657702,1.732447977,1.6878009,1.642089844,1.61393018,1.591607751,1.566850136
0.005,2.716603553,2.334748075,2.117368876,1.980656116,1.88455405,1.81808945,1.763876579,1.717683371,1.677235389,1.653240918,1.627567696,1.604999808
0.01,2.785884002,2.353615301,2.134823435,2.008120706,1.91419928,1.84919165,1.797643492,1.753204364,1.721630444,1.694224129,1.67136456,1.653704014
0.015,2.850654513,2.373256806,2.161470277,2.035090247,1.945241311,1.883481917,1.830116698,1.791697072,1.75593823,1.732421213,1.714733868,1.700745847
0.02,2.904639062,2.398243124,2.191813344,2.062928415,1.973496437,1.912533647,1.86003196,1.825398511,1.793524685,1.773759885,1.757019228,1.743984224
0.025,2.963649703,2.42094632,2.209903536,2.08800618,2.004849143,1.944891611,1.897987614,1.864592375,1.829090422,1.816312819,1.80011859,1.785156702
0.03,3.018493471,2.446363967,2.237437291,2.109518164,2.034329065,1.97311167,1.933274959,1.90016501,1.87118941,1.853951918,1.841796526,1.834010622
0.035,3.090367955,2.473628895,2.260315137,2.144483751,2.062039044,2.003573894,1.965766908,1.936028238,1.908115314,1.89426663,1.882933633,1.876322918
0.04,3.154783334,2.489540734,2.286279393,2.16847941,2.092455817,2.037398144,1.996036389,1.969906719,1.947894533,1.937528453,1.925708194,1.923753697
0.045,3.229522672,2.508856195,2.310722724,2.193866382,2.123801814,2.067925295,2.026769042,2.000571883,1.983476212,1.975508188,1.969332963,1.965976861
0.05,3.297035586,2.527893877,2.33260418,2.22140424,2.153117586,2.095687493,2.058848744,2.036357365,2.020173378,2.014171442,2.012313387,2.012726998
0.055,3.360144449,2.540627733,2.356529219,2.250590159,2.185251082,2.129907695,2.089188088,2.068374211,2.053221804,2.05614238,2.051372869,2.056627823
0.06,3.456935993,2.561613132,2.378295499,2.273989076,2.214241995,2.162295132,2.122337955,2.105102105,2.091214539,2.096961373,2.090997418,2.098554831
0.065,3.539304563,2.585095783,2.401128157,2.300043815,2.243309483,2.191293464,2.152137825,2.138382914,2.127455844,2.133876228,2.12966415,2.139695545
0.07,3.62558024,2.610850385,2.422058177,2.321773281,2.273204515,2.219249762,2.188168773,2.171950114,2.164347505,2.164545574,2.173017168,2.180732576
0.075,3.73284229,2.6362274,2.439785819,2.347000779,2.293372202,2.248487899,2.218961325,2.208205783,2.199456927,2.202395282,2.212888505,2.22323278
0.08,3.835243982,2.65146423,2.465255987,2.374199675,2.316207323,2.276413937,2.25052089,2.241647948,2.235384924,2.235817915,2.250113974,2.260144113
0.085,3.937850526,2.67344993,2.49020062,2.402211876,2.341463556,2.308393102,2.282665045,2.279726018,2.267753737,2.268665798,2.289817127,2.299277512
0.09,4.025172863,2.695014329,2.513488712,2.431102531,2.366529073,2.336436396,2.316565539,2.315429692,2.300901511,2.309361959,2.32900368,2.340254435
0.095,4.1249065,2.713792095,2.537996405,2.456572258,2.389364406,2.363508066,2.345853725,2.347078247,2.33527101,2.345472099,2.364814445,2.380918423
0.1,4.22537452,2.728466438,2.561637971,2.482248366,2.415775249,2.389513421,2.377522118,2.379676434,2.368540943,2.381953839,2.404351325,2.418706723
0.105,4.350344014,2.752214283,2.587359591,2.504347815,2.444755496,2.41506825,2.411019718,2.411322557,2.405761956,2.419465161,2.438078186,2.460541353
0.11,4.465587369,2.780532574,2.607035729,2.527284777,2.46850436,2.441998199,2.438404924,2.4439829,2.438488231,2.454960702,2.478430376,2.499005808
0.115,4.579800969,2.800274819,2.631037075,2.553886712,2.491670261,2.467980785,2.462003769,2.471252965,2.473623435,2.49042998,2.517575323,2.535147532
0.12,4.678049739,2.821638236,2.652835809,2.579536062,2.52025823,2.496522723,2.492717888,2.499401138,2.508072036,2.527974483,2.553630295,2.57852077
0.125,4.791015079,2.832235839,2.67331163,2.604551728,2.545701372,2.523787115,2.525588426,2.529850926,2.539976642,2.561825763,2.589931952,2.617344948
0.13,4.938763304,2.853681613,2.695949039,2.62709146,2.572921674,2.551852879,2.553738492,2.557882165,2.571762388,2.596214431,2.627968242,2.656697524
0.135,5.070802634,2.875209683,2.718018968,2.652285262,2.598322288,2.577761718,2.584256633,2.586564633,2.602454508,2.631182119,2.666728955,2.697251044
