,1,2,3,4,5,6,7,8,9,10,11,12
0,3.818652615,3.005383598,2.618506342,2.376784805,2.23780103,2.111129336,2.022120671,1.959190426,1.903711792,1.85734632,1.811876968,1.782907587
0.005,3.91066599,3.045163743,2.656187603,2.420378132,2.274311873,2.159458455,2.067923116,2.011158443,1.955482986,1.914830976,1.876517412,1.844770201
0.01,4.03105881,3.072084735,2.696687392,2.46255871,2.320396259,2.216096521,2.127233618,2.064579258,2.011059057,1.97759526,1.944821671,1.91212498
0.015,4.138839824,3.104799332,2.741690593,2.509612063,2.366465974,2.267999271,2.187360498,2.123929446,2.074922115,2.046569026,2.018218187,1.989443067
0.02,4.272132759,3.14506339,2.782316834,2.552130616,2.420113466,2.315947004,2.239041307,2.179680764,2.139613131,2.114562994,2.089908176,2.071624622
0.025,4.434913395,3.187713702,2.823433063,2.600526929,2.468485203,2.362136784,2.29093089,2.241231797,2.202377383,2.182111636,2.162294294,2.145496803
0.03,4.576888941,3.220927103,2.868192411,2.651350057,2.515729609,2.417494819,2.349004352,2.299581506,2.267135832,2.249501068,2.230895712,2.22114278
0.035,4.706466702,3.265114311,2.911687716,2.691424887,2.563887745,2.470501973,2.40740761,2.360607224,2.334463098,2.319422771,2.307496261,2.293351755
0.04,4.869108011,3.302956631,2.950878538,2.741490238,2.612712129,2.519169016,2.469756995,2.4261627,2.401418713,2.389580596,2.380587475,2.370202919
0.045,5.071673463,3.347040464,2.994739242,2.789714649,2.663436312,2.572917023,2.524502149,2.489436811,2.467143708,2.460069196,2.453393235,2.448616012
0.05,5.269450625,3.395759805,3.045524991,2.836942424,2.715058257,2.628844241,2.580410785,2.550369838,2.533196889,2.523035987,2.524133507,2.52272341
0.055,5.465536279,3.442897502,3.081709975,2.887108367,2.765429544,2.682411062,2.63606613,2.602236691,2.600040058,2.601304509,2.605482633,2.599359304
0.06,5.729173667,3.481631685,3.124165822,2.934507951,2.8109723,2.739375694,2.68915609,2.667500446,2.661452793,2.668052069,2.679172378,2.680884593
0.065,5.988462732,3.526630427,3.16878329,2.987428294,2.866590065,2.786185175,2.750360466,2.728426644,2.725062508,2.734974662,2.755848426,2.764416186
0.07,6.217171159,3.565567312,3.215355613,3.031123681,2.925563232,2.834704777,2.808786148,2.795754803,2.794598734,2.811971128,2.826428023,2.847081875
0.075,6.515423771,3.603752806,3.25989679,3.074604319,2.97343488,2.893104297,2.866869929,2.856770552,2.861378741,2.883290551,2.898826627,2.933933849
0.08,6.836977979,3.637018531,3.307104749,3.128123243,3.017854652,2.94693518,2.922492886,2.920295954,2.931465172,2.95804146,2.978784884,3.018115131
0.085,7.108623616,3.671719995,3.351584713,3.170744489,3.076531093,3.003336051,2.984544052,2.976628066,3.000654719,3.030047219,3.059277172,3.105910373
0.09,7.437374515,3.710289897,3.393348598,3.207125677,3.121034296,3.059284027,3.038676742,3.039115234,3.073044422,3.110224596,3.140538535,3.197879678
0.095,7.714727893,3.746152199,3.424750196,3.242535547,3.177008996,3.110193705,3.104856412,3.107051606,3.141064639,3.186144903,3.227507178,3.291815423
0.1,8.002703591,3.781221076,3.464871384,3.285816816,3.223110617,3.166558381,3.1748679,3.166799138,3.209479421,3.270971098,3.308432032,3.393810738
0.105,8.370925819,3.815636781,3.508884271,3.336213855,3.266798968,3.222317135,3.227721346,3.23370003,3.280787754,3.353255627,3.412659532,3.508807836
0.11,8.710926937,3.857193881,3.556171086,3.390884766,3.322899648,3.284945919,3.288986247,3.306853616,3.355397424,3.433131016,3.507500666,3.626635399
0.115,9.085306359,3.892597418,3.603319099,3.441998296,3.373389773,3.338684706,3.353696422,3.374537806,3.43425704,3.522119067,3.623384298,3.755280168
0.12,9.433529638,3.930198486,3.639419739,3.485685872,3.426373435,3.397174404,3.418273068,3.440168735,3.516883599,3.615122336,3.745075189,3.913138079
0.125,9.833899974,3.971245503,3.672514333,3.527571597,3.47711427,3.460115153,3.486707885,3.510913518,3.599086354,3.730171861,3.895313199,4.105404444
0.13,10.12404723,3.999279102,3.710730078,3.568645352,3.523133451,3.515203555,3.54544193,3.586332868,3.688822508,3.839806686,4.03468822,4.347364203
0.135,10.38105361,4.034910112,3.751474976,3.613546476,3.569147469,3.572486031,3.596566607,3.66997064,3.782328869,3.960583039,4.229421274,4.663275022
0.14,10.76301654,4.079117455,3.796323352,3.66237916,3.619213382,3.637442266,3.659081653,3.741875351,3.886780664,4.098543364,4.439893816,5.082836842
