,1,2,3,4,5,6,7,8,9,10,11,12
0,6.639488672,4.618020504,3.825838903,3.321193541,3.038974279,2.82030851,2.667998689,2.521365842,2.443637982,2.361958262,2.285860557,2.214338325
0.005,6.840137732,4.700774293,3.85856192,3.370885469,3.093557501,2.875634332,2.712531681,2.586928259,2.494825617,2.426520193,2.353425251,2.287139154
0.01,7.045669979,4.746636558,3.919773878,3.444378513,3.144414998,2.936012287,2.778061761,2.657374558,2.570388424,2.493375972,2.429902547,2.370420254
0.015,7.256572499,4.82264791,3.979610154,3.490332992,3.222139827,2.981942812,2.8414794,2.72850358,2.648936015,2.572715774,2.524190417,2.460718874
0.02,7.50583876,4.879643524,4.017969131,3.528536352,3.28145438,3.050033094,2.915692243,2.806846337,2.727575539,2.662197093,2.599616139,2.531385829
0.025,7.817612259,4.947987682,4.066439,3.595923995,3.33524055,3.114383873,2.98195502,2.875148163,2.798504229,2.740390497,2.681493642,2.603357039
0.03,8.065189624,4.99674287,4.133405538,3.668744351,3.403147086,3.174471034,3.053828303,2.927444782,2.884343523,2.817840072,2.752156451,2.680600953
0.035,8.31130995,5.036886337,4.186564046,3.729788703,3.447701541,3.235175305,3.102650104,2.99570833,2.937611702,2.872217558,2.827749093,2.760879642
0.04,8.665857719,5.126727195,4.238836257,3.797470028,3.508618323,3.309497072,3.173350993,3.055667333,2.989017514,2.939196,2.893534741,2.832343713
0.045,9.077506114,5.176234333,4.298509846,3.852126645,3.565077551,3.375216435,3.234655387,3.1282757,3.062115159,3.003211708,2.972673335,2.907377534
0.05,9.407447511,5.224562191,4.352596669,3.898088502,3.606103226,3.432291394,3.278660777,3.185455554,3.13509498,3.078541536,3.052418714,2.986322105
0.055,9.913113974,5.29902279,4.393334999,3.956557635,3.652760963,3.484677058,3.337561364,3.246577491,3.209091208,3.150962864,3.112068713,3.07249639
0.06,10.38501945,5.374275627,4.461531215,4.021322016,3.728732811,3.544275512,3.404660137,3.307078833,3.262801015,3.220713789,3.18380352,3.14915955
0.065,10.99365188,5.444612969,4.521842276,4.074662993,3.805815593,3.586862286,3.458040019,3.372956765,3.318080302,3.28651548,3.232377282,3.215290698
0.07,11.58791793,5.522825986,4.586323204,4.126665245,3.86721165,3.636057528,3.525822953,3.430818641,3.382516885,3.33725212,3.290283659,3.270250984
0.075,12.21601402,5.552210213,4.631245195,4.192730376,3.914599914,3.71229103,3.564584967,3.481008483,3.429557707,3.392353905,3.354558261,3.341625923
0.08,12.89140008,5.598482241,4.689405834,4.230924397,3.971287095,3.779958161,3.62649611,3.541136609,3.4976864,3.440054916,3.423200133,3.402128029
0.085,13.83968656,5.635076598,4.730829648,4.289209015,4.0216808,3.821153905,3.690277074,3.605567679,3.57987012,3.514340298,3.51173706,3.477712195
0.09,14.54860877,5.720339739,4.77742349,4.334162499,4.073638634,3.873009706,3.75344252,3.664754037,3.637208667,3.584641878,3.570217865,3.542976808
0.095,15.40827915,5.79057582,4.834594974,4.37727664,4.130528597,3.937946431,3.820550596,3.736006696,3.701782095,3.652435589,3.642962273,3.607120054
0.1,15.96278223,5.823860361,4.880383346,4.427477626,4.178859044,4.008497572,3.882768812,3.804548831,3.769775154,3.721404472,3.693898297,3.671561442
0.105,16.93547186,5.855388928,4.926945826,4.469760571,4.2391259,4.0576872,3.945888828,3.867389522,3.830521038,3.777820698,3.75235848,3.725211882
0.11,18.01018085,5.879171645,4.980443268,4.519689414,4.288893357,4.126992266,3.989245517,3.924140325,3.882555523,3.843086477,3.815137178,3.791693415
0.115,19.03917112,5.941962523,5.030692975,4.570536808,4.352290601,4.191691784,4.050932729,3.974556628,3.935881527,3.900879218,3.903938218,3.891491095
0.12,20.13061843,5.999218803,5.068879894,4.622970338,4.409859292,4.240611372,4.141531557,4.039834113,3.999954951,3.967371328,3.970089862,3.978913057
0.125,20.92315681,6.055311721,5.12257142,4.694059338,4.467335764,4.30100274,4.196463589,4.098534337,4.07139258,4.047389834,4.060378003,4.082102157
0.13,22.28723526,6.064660578,5.199888632,4.755088057,4.514688584,4.359218299,4.247465965,4.150913111,4.119944901,4.130536057,4.135394153,4.188045945
0.135,23.59954868,6.119922577,5.253900976,4.806313933,4.571282595,4.412381895,4.285327769,4.235514663,4.188158523,4.200923412,4.220291832,4.302165743
0.14,25.07545608,6.143060413,5.309317009,4.849211595,4.609063636,4.46288862,4.345231612,4.282444864,4.25917323,4.281120648,4.338902271,4.471281059
0.145,25.42167325,6.191350046,5.324441601,4.886460582,4.644963924,4.517753975,4.408973937,4.351803757,4.330211973,4.3703491,4.473051102,4.686338415
0.15,26.78433698,6.238271703,5.346450848,4.903169449,4.700330446,4.571514935,4.459799265,4.432093205,4.432039142,4.497201719,4.633220711,4.927337621
0.155,28.55372734,6.282159391,5.411004503,4.965773637,4.759879973,4.595096061,4.504453372,4.504496724,4.514626166,4.605042812,4.797629577,5.224982486
0.16,30.16909989,6.324886423,5.45788467,5.01359234,4.802036464,4.654375844,4.558727702,4.561645876,4.611760676,4.753669512,5.020082001,5.718994321
0.165,31.47241739,6.358558223,5.511264034,5.061912737,4.860007766,4.699734538,4.597479735,4.618973236,4.700308061,4.858259443,5.282595644,6.615530285
0.17,32.45760845,6.420604057,5.561614321,5.114626745,4.901919528,4.766895732,4.645579347,4.69920473,4.797213289,5.025467279,5.709943594,8.899022535
0.175,35.14885248,6.489756329,5.610088114,5.150131106,4.978167959,4.811023719,4.705239851,4.776645656,4.913449008,5.204271151,6.351639581,21.16014394
0.18,36.39306557,6.545098711,5.674620484,5.176040266,5.010667909,4.85834074,4.778475353,4.858498981,4.997801072,5.410678067,7.507447578,71509.01061
0.185,37.96908733,6.606358056,5.745291766,5.216381251,5.045101801,4.897751521,4.839250224,4.934255003,5.153335765,5.821369319,10.84229257,460878.3185
0.19,39.0882652,6.658903982,5.808189576,5.269434231,5.075999442,4.946712991,4.907405719,5.023598628,5.342500472,6.320803766,24.5809515,800441.7574
0.195,41.33639018,6.732855941,5.834202173,5.339679804,5.141868411,5.00715869,4.970511851,5.141416374,5.625752668,7.468800939,69229.88508,1359734.333
0.2,42.46944112,6.770444777,5.890740468,5.3833874,5.217232665,5.074741581,5.039331916,5.289835421,6.004754875,9.134170304,344329.7428,2024551.534
0.205,44.36566389,6.814237045,5.931578405,5.441264992,5.268647021,5.156541863,5.188279823,5.463797455,6.539521679,15.71590843,750127.0078,2707963.994
0.21,46.45538219,6.855877891,5.962676749,5.485469053,5.325872939,5.226723371,5.280581938,5.705326813,7.308345404,20488.67872,1438843.271,3091576.595
0.215,47.43418782,6.900817224,5.985208841,5.541926241,5.385586685,5.291654053,5.391612503,5.919325492,8.179656467,259249.4512,1885213.602,3771375.604
0.22,49.14264403,6.942181503,6.041091902,5.596807814,5.467664747,5.368017043,5.517426491,6.113279097,9.939168601,607761.5252,2335022.149,4350632.287
0.225,53.17270635,6.981987377,6.071742315,5.626011583,5.533657645,5.467730631,5.635124555,6.43276796,14.23521856,921013.4337,2886230.591,4916346.917
0.23,52.3564988,7.042489666,6.115205775,5.678539822,5.571880743,5.547910043,5.825507282,7.130440181,347.2466348,1467087.99,3515447.152,5315627.646
0.235,54.84260244,7.087500531,6.164749225,5.735275109,5.630822275,5.64773263,5.948830854,7.583579223,91047.10864,1976025.979,3925363.471,5733485.114
0.24,54.30601884,7.160513794,6.210412406,5.776384633,5.693505353,5.755729303,6.2118568,8.660945083,302706.6153,2506946.853,4443757.766,6036320.497
0.245,56.27959305,7.187858997,6.249658321,5.83362708,5.759434923,5.826229865,6.485730795,10.39522376,615042.4807,3140879.597,5001615.743,6561624.831
0.25,59.22963674,7.217202947,6.294984693,5.872601973,5.830683339,5.889912847,6.717740849,13.28998304,881951.5766,3729627.91,5459743.565,6906102.295
0.255,61.4491911,7.266398195,6.346978334,5.914913775,5.879028102,5.946888414,6.938749041,23.10891607,1447288.53,4276447.603,6004697.127,7443708.095
0.26,63.96985233,7.316205337,6.357684183,5.976311852,5.935712164,6.081394923,7.236558033,149.6135291,1723555.201,4567006.328,6444736.247,7863393.997
0.265,65.18645682,7.334472188,6.397300648,6.025698306,5.988680433,6.218933167,7.638037201,63966.60585,2239117.572,5208112.423,6924874.907,8172733.822
