,1,2,3,4,5,6,7,8,9,10,11,12
0,4.968371209,3.699660082,3.119835285,2.807590197,2.585014547,2.422668705,2.305929925,2.21422088,2.139673121,2.078580004,2.0294579,1.982337473
0.005,5.076243343,3.784305934,3.233871604,2.906184415,2.70631737,2.527338844,2.42626691,2.349911084,2.288993612,2.223834841,2.182934357,2.140966148
0.01,5.195091898,3.895485131,3.360638143,3.029077285,2.852453988,2.678589479,2.593541712,2.509156254,2.466241807,2.430301677,2.401544851,2.377291787
0.015,5.33928837,4.031726747,3.493289974,3.174450638,3.00045204,2.858976403,2.779961211,2.732405664,2.699142897,2.678298371,2.678936789,2.667364905
0.02,5.434951284,4.132404668,3.624547178,3.318142109,3.153964071,3.058599734,2.987896591,2.958051213,2.969154504,2.957919078,2.984364522,3.014054152
0.025,5.553072141,4.283537361,3.773427198,3.487518708,3.352385948,3.267027035,3.231840094,3.215599661,3.253985912,3.288292649,3.356599948,3.418110988
0.03,5.662169841,4.404292288,3.934840592,3.67345996,3.552050101,3.482294273,3.480502463,3.515070983,3.596761658,3.668998099,3.797827199,3.901262428
0.035,5.77707613,4.54010981,4.087467057,3.861621758,3.765533126,3.739540432,3.779284748,3.872368479,3.98721525,4.137709789,4.349052831,4.5487708
0.04,5.898919172,4.691222925,4.259679423,4.074030288,4.016593464,4.017235589,4.119323625,4.260770495,4.46404492,4.723044957,5.036662846,5.352153348
0.045,6.011445455,4.87615096,4.448692382,4.312519225,4.276012608,4.31669026,4.503864661,4.717777635,5.071352115,5.44284366,5.908966695,6.380481767
0.05,6.16551382,5.034410306,4.63569485,4.55899313,4.569177112,4.685930667,4.944123778,5.280413024,5.700199863,6.313995564,7.03281943,7.82864307
0.055,6.309810948,5.220898964,4.843680565,4.81715452,4.894082762,5.089629675,5.447063474,5.952749666,6.531908261,7.440921221,8.445992496,9.778245062
0.06,6.456005329,5.418463045,5.042744336,5.090862769,5.241976956,5.531844009,6.041911413,6.704266344,7.572730411,8.784081736,10.35450915,12.51197813
0.065,6.627319883,5.588779894,5.294631493,5.39741017,5.653374727,6.059103632,6.72778998,7.633391306,8.863135648,10.60058541,12.9799721,16.51729857
0.07,6.769606049,5.804906547,5.537773306,5.7329237,6.123313046,6.668439173,7.560787884,8.812553763,10.39243322,12.9026859,16.78793571,22.48511721
0.075,6.945897263,6.039642401,5.829430954,6.133394056,6.616204979,7.356423367,8.575128484,10.19665613,12.48838811,16.20420381,22.24278594,32.26629106
0.08,7.140940882,6.251891109,6.126291174,6.517710947,7.161807272,8.15421295,9.72597182,11.88118327,15.20093922,20.78124589,31.18189703,48.82514926
0.085,7.333025046,6.482079037,6.425460636,6.934031957,7.802605589,9.102820325,11.04832963,14.07384647,18.70478596,27.52734601,44.43536899,78.98202232
0.09,7.528238955,6.716451041,6.766840625,7.389085148,8.433751938,10.11468917,12.58496243,16.68845926,23.39444483,37.0769111,66.72579207,137.5753228
0.095,7.704470119,6.965248417,7.120964846,7.873282138,9.23680923,11.3061503,14.56580276,20.20350883,29.93347527,51.89032142,104.7498452,259.2640226
0.1,7.869574542,7.229506176,7.515951951,8.461461428,10.12783019,12.82312786,17.23871534,25.1320048,39.62765369,74.56019463,174.4354572,521.3564803
0.105,8.038928536,7.516379657,7.924989515,9.035381486,11.09516316,14.46904536,20.35771034,31.73554221,53.93553685,110.3705591,304.9065448,1097.296449
0.11,8.239432419,7.797795276,8.360795415,9.740314633,12.28915897,16.33437171,24.25698017,39.91497496,75.40194539,178.1396675,565.0675006,2513.339888
0.115,8.453316866,8.116303884,8.808366475,10.52935096,13.56923914,18.775022,29.13580485,51.27157109,107.6325565,294.2355034,1102.30631,6039.385073
0.12,8.685070892,8.378982991,9.330665342,11.35646727,15.01838714,21.53580457,35.52792352,67.09907994,157.4973065,493.8697876,2211.952128,16993.03694
0.125,8.920844067,8.752974821,9.895183972,12.31672141,16.66852263,24.84408836,43.46523837,89.16587753,235.12622,849.3085716,4570.821271,450271.3163
0.13,9.149677537,9.084443907,10.43396209,13.21965562,18.70047269,29.05050067,53.65568274,119.0865625,353.5361565,1487.325753,10180.28712,3033678.901
0.135,9.394083449,9.44812336,10.99521215,14.36970448,20.99658379,34.23466818,67.31267064,165.5498255,550.0967685,2729.394266,28133.07709,5611889.858
0.14,9.57996127,9.780601985,11.70822146,15.63656844,23.62840115,40.62954696,85.1271549,231.7553211,886.7936541,5035.548008,737064.584,7977422.004
0.145,9.827693798,10.17548723,12.41531345,17.02479989,26.7097141,48.52169673,109.2993542,324.0704208,1408.938728,9586.741492,3109636.831,9848818.506
0.15,10.09598346,10.61488338,13.27551504,18.4859717,30.4676033,58.3090419,141.222791,464.5541326,2264.669978,20318.18682,5723587.531,11079212.38
0.155,10.38328079,10.99494127,14.09836725,20.4299636,34.58348243,70.61426993,187.5488144,679.4847825,3688.303387,72979.13591,8011535.745,12005556.92
0.16,10.62822803,11.46824118,14.95228446,22.54891443,39.36955862,85.53238506,244.944765,983.606481,6247.195514,1431104.326,9884142.284,13116236.58
0.165,10.9132133,11.95676037,15.87875939,24.6928364,45.4517845,103.2558636,321.6023111,1463.009778,10922.08071,3561443.994,11327442.44,14201113.1
0.17,11.19745976,12.44520942,16.98764848,27.31319073,52.72221405,125.2894634,422.6606904,2213.946985,19425.05641,5899810.978,12413046.02,15287091.46
0.175,11.47624781,12.94748932,18.12232207,30.07893049,60.49945626,152.4782967,567.4139399,3235.810813,41477.08649,8002308.53,13219831.8,16322064.28
0.18,11.80396304,13.46437241,19.17567396,33.15592517,70.21805643,187.4698662,758.2168252,4897.089904,384650.9219,9772232.75,14183164.03,16928931.44
0.185,12.11092598,14.08019024,20.33810957,36.63350021,81.10354245,232.5917006,1022.267852,7438.487635,1949301.369,11373422.09,14850468.02,17405728.18
0.19,12.38866979,14.73978234,21.7760244,40.43267537,94.67679532,287.7872787,1411.795054,11225.78922,3837626.948,12787124.24,15823153.89,17903990.29
0.195,12.68735085,15.42206263,23.32508192,44.86077753,108.6479438,362.1558889,1908.760635,17380.3646,6113476.198,13978638.4,16832805.18,18376437.26
0.2,12.95166948,16.09064827,24.82603076,50.190294,128.2484178,452.8109703,2592.671845,28484.01999,8111226.442,14877861.91,17765058.99,19129252.77
0.205,13.33035093,16.75280648,26.25888966,55.36488,149.1158802,571.732745,3548.05818,52276.73336,9997492.218,15733035.44,18607818.58,20035035.2
0.21,13.75097379,17.44015337,28.32220253,61.41599122,174.894356,725.1248003,4913.333107,245682.9361,11593662.86,16345119.7,19126669.17,20622411.29
0.215,14.14133836,18.23309909,30.26530436,67.85880318,205.8446119,928.6696174,6733.265613,1581839.665,13126393.4,17110786.32,19605859.91,21141057.57
0.22,14.50975184,19.05864429,32.44149155,75.79648779,242.634456,1154.182368,9169.218916,3314526.514,14365173.18,17858952.07,20081001.46,21331770.21
0.225,14.88786061,19.98325218,34.88417876,83.99018476,286.318823,1458.196862,12525.63363,5058809.155,15471493.33,18645440.78,20554537.13,21536209.73
0.23,15.25748789,20.9561916,37.41948451,94.18140833,336.2252278,1813.432269,17262.63007,6950007.18,16637340.07,19463921.83,21276587.5,21938236.28
0.235,15.61136651,22.04704439,40.66023494,104.9472461,396.6385408,2302.572179,24752.73141,8961908.11,17501590.42,20411446.9,22052564.7,22440700.01
0.24,15.93751955,22.97273793,43.29213702,117.3329785,463.3985804,2909.75875,36422.55308,10615166.84,18323597.66,21240746.68,22535646.2,23032660.54
0.245,16.33008854,24.01264146,46.71695782,131.8185995,544.8312306,3672.360598,57509.64825,12179834.25,18865393.75,21986556.66,23428873.05,23787375.23
0.25,16.75849895,25.06842962,50.4142446,146.6898433,643.4612428,4621.682613,122948.4965,13677412.58,19422744.59,22472987.68,24089121.15,24392456.79
0.255,17.30394562,26.2357014,54.0323523,163.805107,752.5449432,5690.954555,543046.3042,14897808.34,19953827.37,23110695.37,24510137.52,24800625.07
0.26,17.74439758,27.36810902,57.95917275,181.0974207,891.8754573,7022.302997,1808783.132,16148137.84,20654293.86,23322037.99,24716777.07,25016732.32
0.265,18.22048956,28.68860524,62.66436514,202.9593418,1040.650579,8806.937406,3324120.461,17147950.69,21283260.07,23506691.79,24854460.52,25066937.81
0.27,18.70797084,29.73705806,67.6891292,226.9290588,1212.512599,10935.83777,4989635.064,18009872.57,22014473.65,23895196.06,24992611.47,25150862.18
0.275,19.1241379,31.14681412,72.87813497,255.7670392,1418.032807,13729.32262,6410973.071,19024333.79,22787983.88,24334506.97,25166386.66,25239847.57
0.28,19.60055235,32.49525644,78.11778893,286.1226771,1654.617918,17301.93573,8032597.58,19971918.66,23710818.35,24963099.55,25481754.69,25407564.48
0.285,20.08371225,33.93954273,84.07682875,320.0688744,1947.738472,21935.84707,9532012.673,20981018.03,24410411.06,25684425.47,25923511.09,25767788.66
0.29,20.67050128,35.53030747,90.15547504,357.3793592,2299.587967,28058.68921,11230041.83,21801421.08,25199445.58,26465383.76,26544669.43,26115907.85
0.295,21.19846939,37.11878217,97.8456341,401.4688209,2676.857623,36331.74158,12919448.13,22596478.07,25861573.95,27165000.67,26980068.97,26490508.85
0.3,21.85339875,38.74463389,105.2359564,452.7953891,3149.986063,47459.29263,14507941.08,23448768.6,26685019.57,27836665.91,27619710.5,27099657.26
0.305,22.36203873,40.40847948,113.8879931,507.6703097,3710.754997,68496.34823,16177964.62,24048779.28,27282426.19,28476152.61,28257604.37,27638865.25
0.31,22.98212707,41.93504011,122.1625455,567.1219518,4341.741971,105891.2366,17501546.03,24682587.96,27737200.72,29078029.91,28791169.24,28143272.48
0.315,23.58018219,43.7210872,130.5939389,629.3253834,5102.980383,193664.7215,18871319.35,25229076.92,28256435.5,29415339.63,29141458.38,28536564.18
0.32,24.2097571,45.68881334,140.0874754,694.3780079,5924.246352,594375.9709,20106703.24,25823186.9,28652225.69,29787621.47,29630473.51,28857403.17
0.325,24.60575328,47.91127077,150.2222312,774.5061903,6947.958096,1509828.049,21155438.46,26433002.22,28911844.46,30123470.4,29785711.93,29103731.45
0.33,25.18321851,49.95846377,162.8708282,866.4269427,8120.158541,2442916.233,22299298.91,26959638.3,29313581.15,30324156.69,29966188.76,29279702.06
0.335,25.81787531,52.26331229,174.7453455,953.3536483,9399.421522,3514683.07,23440397.59,27743079.92,29637018.64,30523896.07,30009106.83,29415814.47
0.34,26.42789969,54.5531076,188.7454376,1064.932773,10906.45256,4651543.529,24345469.85,28454980.45,30100062.77,30650451.82,30190305.75,29498769.62
0.345,26.94979144,56.72335834,203.7254831,1180.453346,12599.10274,6087172.041,25342576.2,29341531.43,30630357.98,30910277.48,30404689.81,29683024.2
0.35,27.73030054,59.53964909,218.415722,1312.686943,14675.00947,7780313.702,26115058.84,29930912.97,31093444.12,31136693.78,30577484.66,29789076.25
0.355,28.49579,62.50428363,233.9505817,1468.031868,17027.9856,9172196.089,27286804.03,30852097.89,31590574.85,31654674.72,30839540.94,29963363
0.36,29.19483251,64.92643441,252.0799488,1622.1714,19721.38118,10821712.22,28070189.33,31927061.02,32384612.11,32177934.68,31215097.55,30207087.77
0.365,29.90654783,68.10436982,268.0638334,1811.138211,22856.61709,12105021.4,28949785.44,33136002.66,33187586,32843786.03,31612624.79,30470318.18
0.37,30.50006844,71.21481649,287.6116113,2001.459191,26920.94073,13341431.19,29744360.38,34012347.45,34149609.52,33395446.69,32125289.96,30950526.26
0.375,31.15782809,74.32091204,308.7735342,2227.577377,31168.87239,14779585.91,30635215.71,34771053.45,34994592.45,34143125.1,32568951.68,31328645.92
0.38,32.00085264,77.90179329,330.8545387,2467.777707,36283.77863,16040763.67,31498956.7,35641804.86,35587511.69,34747939.02,33030123.89,31869963.99
0.385,32.73969501,81.2734386,354.5152514,2725.556241,42843.34132,17628090.52,32060009.23,36517362.03,36517245.39,35284780.51,33651298.04,32379935.54
0.39,33.68232623,85.03495598,381.871,3037.724885,50452.03691,18760529.34,32771017.02,37065270.81,37163959.7,36001907.98,34329003.59,33049870.61
0.395,34.70508647,89.26719405,410.7417147,3375.112587,60722.45033,20069191.25,33413912.02,37505115.79,37912083.82,36542492.3,34889111.24,33598760.04
0.4,35.64693182,93.35509472,439.4728052,3722.913174,71925.39827,21421926.95,33938912.53,38016157.29,38396752.49,37228229.22,35574794.53,33978566.62
0.405,36.45790831,97.51596951,469.4356003,4079.05408,88686.82641,23087588.86,34555277.74,38572598.61,38933901.85,37665190.61,36088074.31,34418967.41
0.41,37.38786051,101.1951412,501.1021067,4506.122211,112277.4041,24555413.22,35164995.88,39166071.38,39422476.37,38115744.57,36569722.16,34866400.89
0.415,38.43143802,105.2430388,538.3307674,4951.982045,146859.5393,25997691.87,35835740.72,39692811.19,39909065.83,38575230.46,36938039.48,35277465.34
0.42,39.46607943,110.4194432,576.7346702,5451.381,205076.144,27088170.33,36296816.75,39999672.69,40277848.68,38919947.05,37256153.41,35636126.93
0.425,40.51088519,115.5296401,616.6088727,6025.496906,327671.8028,28048838.87,36992026.01,40360924.98,40562116.39,39197935.15,37538879.47,35878034.17
0.43,41.3723626,120.8492676,659.4894006,6638.484879,620323.0065,29284301.2,37600772.56,40783930.67,40949652.6,39540912.59,37792692.62,36125082.04
0.435,42.2745171,125.8425222,703.6553374,7299.539467,1282872.685,30508002.39,38260511.75,41163909.69,41235701.47,39889550.6,38067459.36,36366398.49
0.44,43.29675669,131.1916964,754.0996011,8022.476373,2028442.157,32037109.59,38976555.96,41557698.58,41561032.07,40195430.07,38357223.16,36589531.88
0.445,44.17273761,136.6490113,795.9160095,8845.840258,2928572.566,33332023.47,39598664.34,42079551.39,41879729.1,40525896.46,38514962.36,36792671.05
0.45,45.22438184,141.7380392,847.8069832,9667.101121,3873625.637,34610098.06,40261353.96,42472068.22,42189363.37,40747149.83,38759114.03,36978343.01
0.455,46.1490985,148.3411068,900.9619729,10622.00856,5145364.222,35786020.36,41056167.75,43103352.67,42529952.02,41005461.49,39097097.27,37190218.6
0.46,47.16998961,154.0458277,961.578785,11605.68378,6367257.905,36911532.64,41974821.67,43677682.85,42901707.09,41312008.3,39392714.16,37392042.75
0.465,48.08751682,160.5750405,1030.760557,12765.76056,7761992.532,38071695.36,42908085.93,44341169.57,43344348.97,41684862.99,39652689.83,37636000.69
0.47,49.1670646,166.3605549,1097.478984,13829.84555,8696594.589,39389088.88,43801288.78,44885606.55,43948296.02,42030253,39950048.43,37852101.31
0.475,50.1754911,172.9224679,1168.645596,15053.42479,9862647.6,40736993.5,44935885.37,45656208.93,44381025.36,42524558.15,40306499.4,38116914.87
0.48,51.40452062,179.2475381,1254.714055,16458.58928,11081368.97,41798591.59,45759434.81,46488185.7,44958384.1,42951972.1,40668326.6,38351068.57
0.485,52.71900395,186.7894507,1342.439194,17973.60364,12281524.07,43198403.17,46993744.39,47259267.12,45475303.32,43377392.64,41032760.77,38582462.34
0.49,53.81263574,193.8979658,1436.68459,19600.64631,13838285.72,44151763.55,48138945.03,47922862,46090570.76,43895223.78,41402049.27,38853173.73
0.495,54.95198465,202.6166238,1537.843782,21403.72279,15460218.88,45507883.73,48994517.53,48847544.4,46773218.42,44346364.21,41768406.29,39241901.67
